标题,区域,地段,小区,空间,面积,朝向,装修,楼层,建成时间,构筑物,单价每平,总价,关注,距今发布日期
高新区科学城轻轨房  大学城轻轨200m,沙坪坝,大学城,富力城新壹站,3室2厅,74.86平米,东南,其他,高楼层(共34层),,塔楼,"14,695元/平",110,0人关注,5天以前发布
：视野开阔，采光好，户型方正，精装修.看房方便,沙坪坝,大学城,麒雅•中央花园B区,2室1厅,62.66平米,南,精装,低楼层(共23层),,塔楼,"8,778元/平",55,4人关注,6天以前发布
重大A区，校内环境好，出行方便。户型方正，采光好。,沙坪坝,沙正街,柏树村,2室1厅,54.87平米,东南,简装,高楼层(共6层),,塔楼,"8,931元/平",49,0人关注,14天以前发布
近地铁一号线陈家桥站，龙湖物业服务,沙坪坝,大学城,西永9号,2室2厅,74.55平米,东南,毛坯,高楼层(共27层),,塔楼,"13,146元/平",98,0人关注,16天以前发布
精装修，拎包入住，业主诚心卖，。。。。,沙坪坝,大学城,中渝春华秋实三期,1室1厅,42.08平米,东南,精装,低楼层(共31层),2016年建,塔楼,"8,080元/平",34,6人关注,12天以前发布
业主急售，精装房，轻轨站旁边，正规一室一厅,沙坪坝,工人村,千竹景苑,1室1厅,45.98平米,西南,简装,中楼层(共12层),,板塔结合,"7,151元/平",32.88,8人关注,8天以前发布
户型方正，出租率高，业主着急出售,沙坪坝,大学城,贝蒙天地,1室0厅,32平米,东,毛坯,中楼层(共23层),2013年建,塔楼,"5,250元/平",16.8,1人关注,14天以前发布
端头户型 次新小区 未住人 证在手,沙坪坝,梨树湾,融汇温泉城童话里,3室1厅,84.4平米,南,精装,33层,2018年建,塔楼,"14,811元/平",125,19人关注,6个月以前发布
三峡广场旁  出行便利  诚心出售,沙坪坝,天星桥,轴承一村,1室1厅,40.21平米,南,简装,低楼层(共5层),,板楼,"8,083元/平",32.5,7人关注,6个月以前发布
广通山庄优质两房业主诚心出售呀,沙坪坝,石桥铺,广通山庄,2室1厅,84.09平米,东,精装,中楼层(共18层),,板塔结合,"9,871元/平",83,6人关注,1个月以前发布
精装一房，拎包入住，楼层视野好，看房方便,沙坪坝,石桥铺,大城小爱,1室1厅,52.09平米,北,精装,34层,2010年建,塔楼,"13,823元/平",72,11人关注,1个月以前发布
西永9号，龙湖物业，小区环境优美，近轻轨,沙坪坝,大学城,西永9号,3室2厅,74.31平米,南 北,毛坯,高楼层(共27层),2019年建,塔楼,"12,744元/平",94.7,8人关注,7个月以前发布
沙滨路 精装两房 看江户型 诚心出售,沙坪坝,沙滨路,美丽山水,2室1厅,106.6平米,东南,精装,低楼层(共29层),2008年建,塔楼,"12,196元/平",130,9人关注,2个月以前发布
硅谷翠庭底跃带花园，业主急售！,沙坪坝,西永,硅谷翠庭,5室2厅,261平米,南,毛坯,低楼层(共7层),2014年建,板楼,"6,514元/平",170,13人关注,6个月以前发布
小龙坎地铁站 跃层小两房 新装修 出行方便,沙坪坝,工人村,众科天一阁,2室1厅,20.39平米,南,精装,中楼层(共21层),2008年建,塔楼,"20,991元/平",42.8,61人关注,9个月以前发布
满2年，免增值税，视野开阔无遮挡,沙坪坝,大学城,富力城蝶花岸E区,2室1厅,80.88平米,南,精装,低楼层(共22层),2008年建,板楼,"10,139元/平",82,18人关注,5个月以前发布
交通方便，出门轻轨站，环境安静，购物方便，,沙坪坝,杨公桥,金鹏小区,2室1厅,68.59平米,南,简装,中楼层(共8层),2005年建,板楼,"7,290元/平",50,6人关注,1个月以前发布
凤鸣香山  一室一厅  精装修  看房方便 采光好,沙坪坝,凤天路,凤鸣香山小区,1室1厅,51.72平米,东,精装,低楼层(共32层),2008年建,板楼,"10,828元/平",56,30人关注,5个月以前发布
西南医院旁，精装一室一厅，近轻轨，交通方便。,沙坪坝,天星桥,时代YOHO,1室1厅,44.4平米,南,精装,高楼层(共35层),2003年建,塔楼,"11,712元/平",52,2人关注,2个月以前发布
轻轨站旁次新小区，龙湖物业，看中庭景观,沙坪坝,石桥铺,富州新城兰亭,3室1厅,88.06平米,东南,毛坯,33层,,塔楼,"15,899元/平",140,4人关注,1个月以前发布
尖顶坡轻轨站旁边 龙湖u城 业主全新精装修 随时看房,沙坪坝,大学城,龙湖U城一组团,1室0厅,46.68平米,南,精装,高楼层(共34层),2013年建,板楼,"11,312元/平",52.8,25人关注,1个月以前发布
科学城运动技术学院正规大两房业主诚心出售,沙坪坝,大学城,运动技术学院职工住宅,2室2厅,88.53平米,北,精装,高楼层(共16层),2011年建,板塔结合,"7,230元/平",64,8人关注,1个月以前发布
中庭蕞好位置端户 横厅设计前后花园80平米 上下三层,沙坪坝,西永,硅谷翠庭,6室2厅,285.39平米,南,毛坯,低楼层(共7层),2010年建,板楼,"7,008元/平",200,23人关注,3个月以前发布
近轻轨，出行方便，朝小区，中间楼层，视野好，诚心卖,沙坪坝,大学城,富力城瀚湖A区,1室0厅,48.21平米,北,精装,中楼层(共32层),2009年建,板楼,"8,920元/平",43,6人关注,3个月以前发布
有钥匙 宏浩大厦 两房精装 朝向安静 交通便利,沙坪坝,劳动路,宏浩大厦,2室1厅,55.2平米,南,精装,中楼层(共16层),2000年建,板楼,"8,515元/平",47,40人关注,一年前发布
双碑地铁站 汇景雅居正规一室一厅 业主证在手诚心卖,沙坪坝,双碑,汇景雅居,1室1厅,43.99平米,北,毛坯,高楼层(共13层),2011年建,塔楼,"7,957元/平",35,98人关注,4个月以前发布
宜居的精装两房交通便利配套完善,沙坪坝,双碑,宏城名都,2室2厅,79.49平米,南 北,精装,中楼层(共32层),2013年建,塔楼,"10,190元/平",81,30人关注,8个月以前发布
交通便利，位置好，户型方正，采光好。,沙坪坝,小龙坎,诺丁阳光,3室2厅,96.48平米,东南,精装,32层,2009年建,板楼,"11,796元/平",113.8,13人关注,7个月以前发布
双碑地铁站 汇景雅居正规一室一厅 业主证在手诚心卖,沙坪坝,双碑,汇景雅居,1室1厅,43.99平米,北,毛坯,高楼层(共13层),2011年建,塔楼,"7,957元/平",35,98人关注,4个月以前发布
有钥匙 宏浩大厦 两房精装 朝向安静 交通便利,沙坪坝,劳动路,宏浩大厦,2室1厅,55.2平米,南,精装,中楼层(共16层),2000年建,板楼,"8,515元/平",47,40人关注,一年前发布
业主诚心出售 拎包入住。离商圈近.生活方便.,沙坪坝,梨树湾,上筑融汇国际温泉,2室2厅,78.5平米,南,简装,24层,2009年建,塔楼,"12,102元/平",95,9人关注,4个月以前发布
花开香地正规两房，居家安静，环境优美,沙坪坝,石桥铺,逸静花开香地,2室1厅,66.55平米,东,精装,中楼层(共32层),2012年建,塔楼,"13,073元/平",87,7人关注,31天以前发布
楼层好，采光佳，户型正气，住家装修,沙坪坝,石桥铺,大城小爱,1室1厅,52.08平米,南,精装,34层,2010年建,塔楼,"14,113元/平",73.5,15人关注,5个月以前发布
房子户型方正 朝向安静 业主诚心出售 价格可谈,沙坪坝,沙滨路,水塔村,2室1厅,53.88平米,南,精装,低楼层(共13层),2000年建,塔楼,"9,095元/平",49,21人关注,一年前发布
楼层好 采光佳 自住精装 标配单间配套,沙坪坝,大学城,中渝春华秋实一期,1室1厅,42.32平米,南,精装,高楼层(共30层),2012年建,塔楼,"7,207元/平",30.5,12人关注,6个月以前发布
大学城轻轨旁 精装两室 视野开阔 户型方正 就学方便,沙坪坝,大学城,富力城瀚湖A区,2室1厅,84.17平米,西北,精装,高楼层(共31层),2009年建,板塔结合,"10,337元/平",87,7人关注,2个月以前发布
正规两室一厅，业主诚心出售，户型采光好,沙坪坝,大学城,盛豪首港城,2室1厅,77.02平米,东南,精装,低楼层(共30层),2015年建,塔楼,"9,998元/平",77,18人关注,5个月以前发布
环线（图书馆站）4B出口，金阳易城精装两房，交通方便,沙坪坝,凤天路,金阳易城国际,2室2厅,90.92平米,东南,简装,低楼层(共34层),2008年建,塔楼,"14,409元/平",131,4人关注,2个月以前发布
正规朝南两房，户型方正，配套成熟 业主诚心出售,沙坪坝,大学城,富力城瀚湖A区,2室1厅,82.49平米,南,简装,低楼层(共32层),2008年建,板楼,"10,184元/平",84,30人关注,2个月以前发布
富力城二期精装一室一厅 业主诚心出售 价格低于同户型,沙坪坝,大学城,富力城二期第一区,1室1厅,57.82平米,南,精装,高楼层(共33层),2012年建,板楼,"10,343元/平",59.8,27人关注,5个月以前发布
拎包入住  家具家电齐全  业主诚心出售,沙坪坝,凤天路,畔山桃园,3室1厅,77.32平米,东南,精装,低楼层(共33层),,塔楼,"10,347元/平",80,29人关注,3个月以前发布
拎包入住 单间配套，采光充足，配套设施齐全 看房方便,沙坪坝,沙正街,郁金香国际公寓,1室0厅,36.26平米,南,简装,中楼层(共34层),2014年建,塔楼,"16,548元/平",60,4人关注,2个月以前发布
地铁站 公园里 龙湖物业品质高层,沙坪坝,大学城,西永9号,3室1厅,74.23平米,南,毛坯,高楼层(共27层),,塔楼,"11,842元/平",87.9,31人关注,1个月以前发布
精装两房 采光好 业主诚心出售  出行方便    配套成熟,沙坪坝,杨公桥,光华阳光水城一期,2室1厅,55.6平米,东,精装,高楼层(共11层),2005年建,塔楼,"12,231元/平",68,38人关注,5个月以前发布
万达广场旁  轻轨站旁 业主诚心出售,沙坪坝,石桥铺,中房千寻,2室1厅,78.09平米,南,精装,32层,2011年建,塔楼,"13,639元/平",106.5,13人关注,6个月以前发布
新桥医院旁，看中庭，业主诚心卖,沙坪坝,凤天路,万科金色悦城一期,2室1厅,77.04平米,西,精装,28层,2015年建,塔楼,"14,928元/平",115,12人关注,7天以前发布
图书馆后 环线200米 出行方便   安静业主诚心出售，,沙坪坝,凤天路,欣怡佳苑,2室1厅,72平米,北 南,简装,低楼层(共33层),2010年建,塔楼,"13,167元/平",94.8,2人关注,6天以前发布
商圈精装修两房   拎包入住   随时接   随时看房,沙坪坝,大学城,西城的湖,2室1厅,69平米,南,精装,中楼层(共14层),2013年建,塔楼,"10,116元/平",69.8,4人关注,9天以前发布
融汇温泉城商圈楼上  正规三房  时尚精装修  业主急售,沙坪坝,梨树湾,融汇温泉城圣地亚南区,3室1厅,83.77平米,南,精装,33层,2014年建,塔楼,"14,922元/平",125,1人关注,8天以前发布
蓝溪谷地 正规四房 带入户花园  满五唯一,沙坪坝,天星桥,蓝溪谷地,4室1厅,134.96平米,南 西南,精装,高楼层(共33层),2006年建,塔楼,"12,004元/平",162,0人关注,10天以前发布
诚心出售，精装修，户型方正，楼层好采光足,沙坪坝,沙正街,时代菁英,1室1厅,51平米,南,精装,中楼层(共30层),2004年建,塔楼,"16,667元/平",85,2人关注,3天以前发布
龙湖大平层，潮流横厅，小区中间位置，只有一套！！！,沙坪坝,陈家桥,龙湖开元晶蓝I期,4室2厅,161.36平米,东,毛坯,中楼层(共16层),2018年建,板楼,"17,595元/平",283.9,17人关注,14天以前发布
轻轨站旁精装两房业主诚心出售。,沙坪坝,西永,首创光和城三期,2室2厅,83.25平米,南,毛坯,中楼层(共26层),2016年建,塔楼,"14,655元/平",122,12人关注,2个月以前发布
业主工作调动，急售！急售！急售！手慢无！,沙坪坝,大学城,龙湖睿城,1室1厅,51.7平米,西,精装,低楼层(共22层),2008年建,塔楼,"11,026元/平",57,154人关注,一年前发布
重大环线小区，看中庭不吵大4房3卫带书房，住家安静！,沙坪坝,沙正街,学林雅园,4室2厅,182.8平米,南 北,简装,中楼层(共16层),2002年建,板楼,"14,169元/平",259,10人关注,1个月以前发布
品质大盘 精装两房改三房 业主诚心在售,沙坪坝,西永,重庆融创万达文化旅游城御林,3室2厅,82.99平米,南,精装,低楼层(共33层),2018年建,塔楼,"13,014元/平",108,35人关注,4个月以前发布
盘龙商圈 联发欣悦 清水三房 随时可看 带阳台,九龙坡,蟠龙,联发欣悦,3室1厅,92.02平米,东南,毛坯,34层,2017年建,塔楼,"13,041元/平",120,8人关注,2天以前发布
高庙村次新小区 带70平露台。业主诚心出售 看房方便。,九龙坡,石桥铺,远洋城,3室1厅,79.41平米,南,精装,34层,2018年建,板楼,"17,379元/平",138,14人关注,13天以前发布
保利爱尚里尚彩 全新装修三房 带全套家具家电,九龙坡,石坪桥,保利爱尚里尚彩,3室2厅,80.61平米,东南,精装,33层,,塔楼,"18,050元/平",145.5,6人关注,4天以前发布
此房总价低，单价低，配套齐全，出行方便,九龙坡,石桥铺,华宇静园,3室2厅,145.47平米,东南,简装,10层,2000年建,板楼,"6,531元/平",95,5人关注,5天以前发布
业主急售好房！盘龙商圈 清水三房两卫 配套齐全,九龙坡,蟠龙,奥园盘龙壹号,3室2厅,96.2平米,东南,毛坯,30层,2015年建,塔楼,"14,554元/平",140,21人关注,30天以前发布
兴茂盛世国际 3室2厅 东北,九龙坡,彩云湖,兴茂盛世国际,3室2厅,112.81平米,东北,精装,33层,2014年建,塔楼,"14,361元/平",162,4人关注,11天以前发布
北大资源燕三房出售   住家安静,九龙坡,马王乡,北大资源燕南,3室2厅,90.9平米,东南,简装,33层,2015年建,塔楼,"14,302元/平",130,12人关注,13天以前发布
九龙坡区 谢家湾 奥园康城C区 简装修 三房,九龙坡,谢家湾,奥园康城C区,3室2厅,96.2平米,东,简装,33层,2009年建,塔楼,"11,643元/平",112,8人关注,13天以前发布
新上！便宜! 保利爱尚里 品质次新小区 正规3房2卫,九龙坡,石坪桥,保利爱尚里尚彩,3室2厅,84.64平米,东南,毛坯,33层,,塔楼,"14,060元/平",119,2人关注,3天以前发布
新上 业主连夜扛着钥匙来的 急售 巴国城c位 精装三房,九龙坡,巴国城,广田巴国绿云,3室1厅,81.62平米,东,简装,18层,2008年建,塔楼,"12,742元/平",104,2人关注,12天以前发布
业主急售！盘龙商圈 联发欣悦 带阳台 近地铁 视野好,九龙坡,蟠龙,联发欣悦,2室2厅,66.07平米,南,精装,28层,,塔楼,"14,985元/平",99,10人关注,6天以前发布
保利金香槟 4室1厅 南,九龙坡,华岩,保利金香槟,4室1厅,108.84平米,南,其他,高楼层(共10层),,板楼,"13,690元/平",149,3人关注,16天以前发布
精装正规三房双卫，家具家电齐全，交通便利。,九龙坡,石桥铺,同心家园B组团,3室2厅,98.6平米,东南,精装,32层,2011年建,塔楼,"12,881元/平",127,2人关注,23天以前发布
房屋新，小区环境好，公园多绿化多，生活配套齐全,九龙坡,华岩,叠彩西城B区,2室2厅,76.57平米,东南,精装,33层,,塔楼,"11,624元/平",89,9人关注,29天以前发布
北大资源燕南 小三房 精装修 业主急售,九龙坡,马王乡,北大资源燕南,3室1厅,65.16平米,东南,精装,33层,2016年建,塔楼,"14,273元/平",93,12人关注,29天以前发布
周末好房 保利次新小区 品质装修 提包入住 面朝中庭,九龙坡,杨家坪,保利花半里玫瑰园,3室2厅,97.43平米,东南 南,精装,33层,2014年建,塔楼,"19,810元/平",193,108人关注,22天以前发布
此房户型方正，结构紧凑，精装修朝中庭，视野开阔。,九龙坡,谢家湾,华宇春江花月,3室1厅,91.43平米,东,精装,32层,2010年建,塔楼,"14,110元/平",129,21人关注,29天以前发布
次新小区业主换房安心卖，正规两房,九龙坡,石桥铺,恒鑫名城三期,2室2厅,65.46平米,南,简装,34层,2015年建,板塔结合,"12,986元/平",85,6人关注,14天以前发布
